last_name,first_name,middle_name,suffix,nickname,full_name,name_comma,party,birthday,gender,type,state,district,senate_class,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
LaHood,Darin,,,,Darin LaHood,"LaHood, Darin",Republican,1968-07-05,M,rep,IL,16,,https://lahood.house.gov,503 Cannon House Office Building Washington DC 20515-1316,202-225-6201,,,RepLaHood,3686482216,replahood,,UCVRbtFwaBGcixZIkygtalRw,,L000585,2295,N00037031,,H6IL18088,70020,412674,128760,Darin LaHood,,21562,Darin LaHood
LaLota,Nicolas,Joseph,,,Nick LaLota,"LaLota, Nicolas Joseph",Republican,1978-06-23,M,rep,NY,1,,https://lalota.house.gov,122 Cannon House Office Building Washington DC 20515-3201,202-225-3826,,,RepLaLota,1588581125177442305,replalota,,,,L000598,,N00050419,,H2NY01190,,456920,191957,Nicholas J. LaLota,,,Nick LaLota
Landsman,Greg,John,,,Greg Landsman,"Landsman, Greg John",Democrat,1976-12-04,M,rep,OH,1,,https://landsman.house.gov,2244 Rayburn House Office Building Washington DC 20515-3501,202-225-2216,,,repgreglandsman,,RepGregLandsman,,,,L000601,,N00049718,,H2OH01194,,456928,186237,Greg Landsman,,,Greg Landsman
Langworthy,Nicholas,A.,,,Nicholas A. Langworthy,"Langworthy, Nicholas A.",Republican,1981-02-27,M,rep,NY,23,,https://langworthy.house.gov,422 Cannon House Office Building Washington DC 20515-3223,202-225-3161,,,RepLangworthy,,RepLangworthy,,,,L000600,,N00051431,,H2NY23228,,456927,208663,Nick Langworthy,,,Nick Langworthy
Lankford,James,,,,James Lankford,"Lankford, James",Republican,1968-03-04,M,sen,OK,,3,https://www.lankford.senate.gov,731 Hart Senate Office Building Washington DC 20510,202-224-5754,https://www.lankford.senate.gov/contact/email,,SenatorLankford,225921757,SenatorLankford,SenatorLankford,UCz8T6sK5fEycyWmVz6Vpe5Q,,L000575,2050,N00031129,S378,"H0OK05114,S4OK00232",1033847,412464,124938,James Lankford,,21166,James Lankford
Larsen,Rick,,,,Rick Larsen,"Larsen, Rick",Democrat,1965-06-15,M,rep,WA,2,,https://larsen.house.gov,2163 Rayburn House Office Building Washington DC 20515-4702,202-225-2605,,http://larsen.house.gov/rss.xml,RepRickLarsen,404132211,RepRickLarsen,congressmanlarsen,UCMv7LsJtiyO4AJcbRux5CxQ,,L000560,1675,N00009759,,H0WA02080,86610,400232,56231,Rick Larsen,,20145,Rick Larsen
Larson,John,B.,,,John B. Larson,"Larson, John B.",Democrat,1948-07-22,M,rep,CT,1,,https://larson.house.gov,1501 Longworth House Office Building Washington DC 20515-0701,202-225-2265,,http://www.larson.house.gov/index.php?format=feed&amp;type=rss,RepJohnLarson,50452197,RepJohnLarson,RepJohnLarson,UCGPsvFF-9WfpdRSCcCrPLiQ,,L000557,1583,N00000575,,H8CT01046,36596,400233,17188,John B. Larson,,29908,John B. Larson
Latimer,George,Stephen,,,George Latimer,"Latimer, George Stephen",Democrat,1953-11-22,M,rep,NY,16,,https://latimer.house.gov,1507 Longworth House Office Building Washington DC 20515-3216,202-225-2464,,,RepGLatimer,,61571201977917,,,,L000606,,N00054136,,H4NY16087,,457011,44173,George Latimer (New York),,,George Latimer (New York politician)
Latta,Robert,E.,,,Robert E. Latta,"Latta, Robert E.",Republican,1956-04-18,M,rep,OH,5,,https://latta.house.gov,2470 Rayburn House Office Building Washington DC 20515-3505,202-225-6405,,http://latta.house.gov/news/rss.aspx,BobLatta,15394954,boblatta,CongressmanBobLatta,UCVSBVHoWu-eWnBBQaMKZ_sQ,,L000566,1885,N00012233,,H8OH05036,1028071,412256,9926,Bob Latta,,20755,Bob Latta
Lawler,Michael,Vincent,,,Michael Lawler,"Lawler, Michael Vincent",Republican,1986-09-09,M,rep,NY,17,,https://lawler.house.gov,324 Cannon House Office Building Washington DC 20515-3217,202-225-6506,,,RepMikeLawler,1590372047015886853,RepMikeLawler,@RepMikeLawler,,,L000599,,N00051208,,H2NY17162,,456924,192271,Michael Lawler (New York),,,Mike Lawler
Lee,Mike,,,,Mike Lee,"Lee, Mike",Republican,1971-06-04,M,sen,UT,,3,https://www.lee.senate.gov,363 Russell Senate Office Building Washington DC 20510,202-224-5444,https://www.lee.senate.gov/public/index.cfm/contact,http://www.lee.senate.gov/public/index.cfm/rss/feed,SenMikeLee,88784440,senatormikelee,senatormikelee,UCplVxs_j_sLAt0fkplXcl4A,,L000577,2080,N00031696,S346,S0UT00165,9267977,412495,66395,Mike Lee,,41110,Mike Lee
Lee,Susie,,,,Susie Lee,"Lee, Susie",Democrat,1966-11-07,F,rep,NV,3,,https://susielee.house.gov,365 Cannon House Office Building Washington DC 20515-2803,202-225-3252,,,RepSusieLee,1079061579973439488,RepSusieLee,,,,L000590,,N00037247,,H6NV04020,,412802,169344,Susie Lee,,21938,Susie Lee
Lee,Laurel,Frances,,,Laurel M. Lee,"Lee, Laurel Frances",Republican,1974-03-26,F,rep,FL,15,,https://laurellee.house.gov,2464 Rayburn House Office Building Washington DC 20515-0915,202-225-5626,,,RepLaurelLee,1608230657796227072,RepLaurelLee,,,,L000597,,N00051178,,H2FL15241,,456892,186114,Laurel Lee,,,Laurel Lee
Lee,Summer,Lynn,,,Summer L. Lee,"Lee, Summer Lynn",Democrat,1987-11-26,F,rep,PA,12,,https://summerlee.house.gov,2437 Rayburn House Office Building Washington DC 20515-3812,202-225-2135,,,RepSummerLee,,RepSummerLee,UCqQJ44qlkVxWV5N12YeacyA,,,L000602,,N00049757,,H2PA18200,,456935,179240,Summer Lee,,,Summer Lee
Leger Fernandez,Teresa,,,,Teresa Leger Fernandez,"Leger Fernandez, Teresa",Democrat,1959-07-01,F,rep,NM,3,,https://fernandez.house.gov,2417 Rayburn House Office Building Washington DC 20515-3103,202-225-6190,,,RepTeresaLF,1345147845926670337,RepTeresaLF,@rep.teresalegerfernandez8059,,@RepTeresaLF@mastodon.social,L000273,,N00044559,,H0NM03102,,456835,189882,Teresa Leger Fernandez,,,Teresa Leger Fernández
Letlow,Julia,,,,Julia Letlow,"Letlow, Julia",Republican,1981-03-16,F,rep,LA,5,,https://letlow.house.gov,142 Cannon House Office Building Washington DC 20515-1805,202-225-8490,,,RepJuliaLetlow,1382395679700439041,repjulialetlow,,,,L000595,,N00047972,,H2LA05126,,456859,195745,Julia Letlow,,,Julia Letlow
Levin,Mike,,,,Mike Levin,"Levin, Mike",Democrat,1978-10-28,M,rep,CA,49,,https://levin.house.gov,2352 Rayburn House Office Building Washington DC 20515-0549,202-225-3906,,,RepMikeLevin,1072134139560620033,RepMikeLevin,UCYFDRohyZgoPy5rXOaVZO-A,,,L000593,,N00040667,,H8CA49058,,412760,179416,Mike Levin,,21939,Mike Levin
Liccardo,Sam,Theodore,,,Sam T. Liccardo,"Liccardo, Sam Theodore",Democrat,1970-04-16,M,rep,CA,16,,https://liccardo.house.gov,1117 Longworth House Office Building Washington DC 20515-0516,202-225-8104,,,repliccardo,,,,,,L000607,,N00054265,,H4CA16197,,456976,70450,Sam Liccardo,,,Sam Liccardo
Lieu,Ted,,,,Ted Lieu,"Lieu, Ted",Democrat,1969-03-29,M,rep,CA,36,,https://lieu.house.gov,2454 Rayburn House Office Building Washington DC 20515-0536,202-225-3976,,,RepTedLieu,3044993235,RepTedLieu,,UC9qcJxTqfDNBnVul1IojlFg,,L000582,2230,N00035825,,H4CA33119,28076,412616,1516,Ted Lieu,,21507,Ted Lieu
Lofgren,Zoe,,,,Zoe Lofgren,"Lofgren, Zoe",Democrat,1947-12-21,F,rep,CA,18,,https://lofgren.house.gov,1401 Longworth House Office Building Washington DC 20515-0518,202-225-3072,,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,RepZoeLofgren,267938462,zoelofgren,RepZoeLofgren,UCOaQ79adORFcaTuJZoIFuZQ,,L000397,701,N00007479,,H4CA16049,36520,400245,21899,Zoe Lofgren,,29504,Zoe Lofgren
Loudermilk,Barry,,,,Barry Loudermilk,"Loudermilk, Barry",Republican,1963-12-22,M,rep,GA,11,,https://loudermilk.house.gov,2133 Rayburn House Office Building Washington DC 20515-1011,202-225-2931,,,RepLoudermilk,2914163523,reploudermilk,,UC2Kfw8fjca8k3w3KpzL5tNg,,L000583,2238,N00035347,,H4GA11061,76165,412624,31618,Barry Loudermilk,,21515,Barry Loudermilk
Lucas,Frank,D.,,,Frank D. Lucas,"Lucas, Frank D.",Republican,1960-01-06,M,rep,OK,3,,https://lucas.house.gov,2405 Rayburn House Office Building Washington DC 20515-3603,202-225-5565,,http://lucas.house.gov/rss.xml,RepFrankLucas,242772524,RepFrankLucas,RepFrankLucas,UCdYZbKY8pkWAThqwC3fdVMg,,L000491,711,N00005559,,H4OK06056,35692,400247,27032,Frank D. Lucas,,29393,Frank Lucas (Oklahoma politician)
Luján,Ben,Ray,,,Ben Ray Luján,"Luján, Ben Ray",Democrat,1972-06-07,M,sen,NM,,2,https://www.lujan.senate.gov,498 Russell Senate Office Building Washington DC 20510,202-224-6621,https://www.lujan.senate.gov/contact/,,SenatorLujan,19318314,SenatorLujan,,,,L000570,1939,N00029562,S409,"H8NM03196,S0NM00058",1031351,412293,102842,Ben Ray Luján,,20932,Ben Ray Luján
Lummis,Cynthia,M.,,,Cynthia M. Lummis,"Lummis, Cynthia M.",Republican,1954-09-10,F,sen,WY,,2,https://www.lummis.senate.gov,127A Russell Senate Office Building Washington DC 20510,202-224-3424,https://www.lummis.senate.gov/contact/contact-form/,,SenLummis,22831059,sencynthialummis,,,,L000571,1960,N00029788,S410,"H8WY00148,S0WY00137",1031365,412294,15546,Cynthia Lummis,,20953,Cynthia Lummis
Luna,Anna,Paulina,,,Anna Paulina Luna,"Luna, Anna Paulina",Republican,1989-05-06,F,rep,FL,13,,https://luna.house.gov,226 Cannon House Office Building Washington DC 20515-0913,202-225-5961,,,RepLuna,1610230835289923584,,@RepLuna,,,L000596,,N00045228,,H0FL13158,,456891,191344,Anna Paulina Luna,,,Anna Paulina Luna
Luttrell,Morgan,Joe,,,Morgan Luttrell,"Luttrell, Morgan Joe",Republican,1975-11-07,M,rep,TX,8,,https://luttrell.house.gov,444 Cannon House Office Building Washington DC 20515-4308,202-225-4901,,,RepLuttrell,1603028043454447621,100089328790942,,,,L000603,,N00048776,,H2TX08182,,456942,200930,,,,Morgan Luttrell
Lynch,Stephen,F.,,,Stephen F. Lynch,"Lynch, Stephen F.",Democrat,1955-03-31,M,rep,MA,8,,https://lynch.house.gov,2109 Rayburn House Office Building Washington DC 20515-2108,202-225-8273,,http://lynch.house.gov/rss.xml,RepStephenLynch,310310133,repstephenlynch,RepLynch,UCxL4zG0YWqC5XTO4af_FOgw,,L000562,1686,N00013855,,"H2MA09072,S0MA00083",1000222,400249,4844,Stephen Lynch,,20119,Stephen Lynch (politician)
Mace,Nancy,Ruth,,,Nancy Mace,"Mace, Nancy Ruth",Republican,1977-12-04,F,rep,SC,1,,https://mace.house.gov,1728 Longworth House Office Building Washington DC 20515-4001,202-225-3176,,,RepNancyMace,1343597700542038017,RepNancyMace,,,,M000194,,N00035670,,H0SC01394,,456843,146076,Nancy Mace,,,Nancy Mace
Mackenzie,Ryan,Edward,,,Ryan Mackenzie,"Mackenzie, Ryan Edward",Republican,1982-08-03,M,rep,PA,7,,https://mackenzie.house.gov,121 Cannon House Office Building Washington DC 20515-3807,202-225-6411,,,RepMackenzie,,repmackenzie,,,,M001230,,N00041866,,H8PA15195,,457017,136465,Ryan Mackenzie,,,Ryan Mackenzie
Magaziner,Seth,Michael,,,Seth Magaziner,"Magaziner, Seth Michael",Democrat,1983-07-22,M,rep,RI,2,,https://magaziner.house.gov,252 Cannon House Office Building Washington DC 20515-3902,202-225-2735,,,Rep_Magaziner,,repsethmagaziner,,,,M001223,,N00050458,,H2RI02184,,456937,154457,Seth Magaziner,,,Seth Magaziner
Malliotakis,Nicole,,,,Nicole Malliotakis,"Malliotakis, Nicole",Republican,1980-11-11,F,rep,NY,11,,https://malliotakis.house.gov,1124 Longworth House Office Building Washington DC 20515-3211,202-225-3371,,,RepMalliotakis,1344750588026900481,RepNicole,,,,M000317,,N00044040,,H0NY11078,,456837,127929,Nicole Malliotakis,,,Nicole Malliotakis
Maloy,Celeste,,,,Celeste Maloy,"Maloy, Celeste",Republican,1981-05-22,F,rep,UT,2,,https://maloy.house.gov,249 Cannon House Office Building Washington DC 20515-4402,202-225-9730,,,RepMaloyUtah,,61555755717517,@RepCelesteMaloy,,,M001228,,N00052817,,H4UT02296,,456956,212289,Celeste Maloy,,,Celeste Maloy
Mann,Tracey,Robert,,,Tracey Mann,"Mann, Tracey Robert",Republican,1976-12-17,M,rep,KS,1,,https://mann.house.gov,344 Cannon House Office Building Washington DC 20515-1601,202-225-2715,,,RepMann,1345825008887721986,Congressman-Tracey-Mann-105522931489227,,,,M000871,,N00030743,,H0KS01123,,456823,125007,Tracey Mann,,,Tracey Mann
Mannion,John,W.,,,John W. Mannion,"Mannion, John W.",Democrat,1968-07-08,M,rep,NY,22,,https://mannion.house.gov,1516 Longworth House Office Building Washington DC 20515-3222,202-225-3701,,,JohnMannionNY22,,CongressmanJohnMannion,,,,M001231,,N00053112,,H4NY22085,,457013,185053,John Mannion,,,John Mannion (American politician)
Markey,Edward,J.,,Ed,Edward J. Markey,"Markey, Edward J.",Democrat,1946-07-11,M,sen,MA,,2,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742,https://www.markey.senate.gov/contact,,SenMarkey,21406834,EdJMarkey,RepMarkey,UCT1ujew5yQy2uMhGrjiKHoA,,M000133,735,N00000270,S369,"H6MA07101,S4MA00028",260,400253,26900,Ed Markey,,14435,Ed Markey
Marshall,Roger,,,,Roger Marshall,"Marshall, Roger",Republican,1960-08-09,M,sen,KS,,2,https://www.marshall.senate.gov,479A Russell Senate Office Building Washington DC 20510,202-224-4774,https://www.marshall.senate.gov/contact/,,SenatorMarshall,1336344005588738052,RogerMarshallMD,UCR3nOFMqBB-kRpKFwgapMaQ,,,M001198,,N00037034,S411,"H6KS01179,S0KS00315",103425,412704,172080,Roger Marshall,,21734,Roger Marshall
Massie,Thomas,,,,Thomas Massie,"Massie, Thomas",Republican,1971-01-13,M,rep,KY,4,,https://massie.house.gov,2371 Rayburn House Office Building Washington DC 20515-1704,202-225-3465,,http://massie.house.gov/rss.xml,RepThomasMassie,975200486,RepThomasMassie,repthomasmassie,UCpmXOtvvXC3GE8o9VxYNK7g,,M001184,2094,N00034041,,H2KY04121,79951,412503,132068,Thomas Massie,,31102,Thomas Massie
Mast,Brian,J.,,,Brian J. Mast,"Mast, Brian J.",Republican,1980-07-10,M,rep,FL,21,,https://mast.house.gov,2182 Rayburn House Office Building Washington DC 20515-0921,202-225-3026,,,RepBrianMast,814103950404239360,repbrianmast,repbrianmast,,,M001199,,N00037269,,H6FL18097,104540,412698,166245,Brian Mast,,21735,Brian Mast
Matsui,Doris,O.,,,Doris O. Matsui,"Matsui, Doris O.",Democrat,1944-09-25,F,rep,CA,7,,https://matsui.house.gov,2206 Rayburn House Office Building Washington DC 20515-0507,202-225-7163,,http://matsui.house.gov/index.php?format=feed&amp;type=rss,DorisMatsui,38254095,doris.matsui,RepDorisMatsui,UCSqqxVkvskHq3cY2MCbTZsw,,M001163,1814,N00027459,,H6CA05195,26602,400663,28593,Doris Matsui,,20538,Doris Matsui
McBath,Lucy,,,,Lucy McBath,"McBath, Lucy",Democrat,1960-06-01,F,rep,GA,6,,https://mcbath.house.gov,2246 Rayburn House Office Building Washington DC 20515-1006,202-225-4501,,,RepLucyMcBath,1082380458976051202,RepLucyMcBath,,,,M001208,,N00042813,,H8GA06393,,412769,178538,Lucy McBath,,21944,Lucy McBath
McBride,Sarah,Elizabeth,,,Sarah McBride,"McBride, Sarah Elizabeth",Democrat,1990-08-09,F,rep,DE,0,,https://mcbride.house.gov,1306 Longworth House Office Building Washington DC 20515-0800,202-225-4165,,,,,CongresswomanSarahMcBride,,,,M001238,,N00052698,,H4DE00045,,456985,195142,Sarah McBride,,,Sarah McBride
McCaul,Michael,T.,,,Michael T. McCaul,"McCaul, Michael T.",Republican,1962-01-14,M,rep,TX,10,,https://mccaul.house.gov,2300 Rayburn House Office Building Washington DC 20515-4310,202-225-2401,,,RepMcCaul,26424123,michaeltmccaul,MichaelTMcCaul,UCRw6sGE0PH7_FCeTT3PQRaA,,M001157,1804,N00026460,,H4TX10093,1013056,400654,49210,Michael McCaul,,20530,Michael McCaul
McClain,Lisa,C.,,,Lisa C. McClain,"McClain, Lisa C.",Republican,1966-04-07,F,rep,MI,9,,https://mcclain.house.gov,562 Cannon House Office Building Washington DC 20515-2209,202-225-2106,,,RepLisaMcClain,1344032292432437248,RepLisaMcClain,,,,M001136,,N00045730,,H0MI10287,,456827,191633,Lisa McClain,,,Lisa McClain
McClain Delaney,April,Lynn,,,April McClain Delaney,"McClain Delaney, April Lynn",Democrat,1964-05-28,F,rep,MD,6,,https://mcclaindelaney.house.gov,1130 Longworth House Office Building Washington DC 20515-2006,202-225-2721,,,RepAprilDelaney,,RepAprilDelaney,,,,M001232,,N00053899,,H4MD06340,,456993,214608,April McClain-Delaney,,,April McClain Delaney
McClellan,Jennifer,,,,Jennifer L. McClellan,"McClellan, Jennifer",Democrat,1972-12-28,F,rep,VA,4,,https://mcclellan.house.gov,1628 Longworth House Office Building Washington DC 20515-4604,202-225-6365,,,RepMcClellan,,,,,,M001227,,N00051961,,H4VA04066,,456953,58655,Jennifer McClellan,,,Jennifer McClellan
McClintock,Tom,,,,Tom McClintock,"McClintock, Tom",Republican,1956-07-10,M,rep,CA,5,,https://mcclintock.house.gov,2256 Rayburn House Office Building Washington DC 20515-0505,202-225-2511,,http://mcclintock.house.gov/atom.xml,RepMcClintock,50152441,81125319109,McClintockCA04,UCMh04KC4LfIzKoXh2Xws_pw,,M001177,1908,N00006863,,"H8CA04152,H6CA21135",30359,412295,9715,Tom McClintock,,20903,Tom McClintock
McCollum,Betty,Louise,,,Betty McCollum,"McCollum, Betty Louise",Democrat,1954-07-12,F,rep,MN,4,,https://mccollum.house.gov,2426 Rayburn House Office Building Washington DC 20515-2304,202-225-6631,,http://mccollum.house.gov/rss.xml,BettyMcCollum04,516880804,repbettymccollum,BMcCollum04,UC3sZJSdiZo2EBHbsOlsnI7A,,M001143,1653,N00012942,,H0MN04049,86670,400259,3812,Betty McCollum,,20122,Betty McCollum
McConnell,Mitch,,,,Mitch McConnell,"McConnell, Mitch",Republican,1942-02-20,M,sen,KY,,2,https://www.mcconnell.senate.gov,317 Russell Senate Office Building Washington DC 20510,202-224-2541,https://www.mcconnell.senate.gov/public/index.cfm?p=contact,http://www.mcconnell.senate.gov/public/?a=rss.feed,McConnellPress,339822881,mitchmcconnell,,,,M000355,1395,N00003389,S174,S2KY00012,2351,300072,53298,Mitch McConnell,,14921,Mitch McConnell
McCormick,Rich,Dean,,,Richard McCormick,"McCormick, Rich Dean",Republican,1968-10-07,M,rep,GA,7,,https://mccormick.house.gov,1719 Longworth House Office Building Washington DC 20515-1007,202-225-4272,,,RepMcCormick,1610689483929780225,100089135203690,,,,M001218,,N00044520,,H0GA07273,,456894,189765,Rich McCormick,,,Rich McCormick
McCormick,Dave,Harold,,,David McCormick,"McCormick, Dave Harold",Republican,1965-08-17,M,sen,PA,,1,https://www.mccormick.senate.gov,702 Hart Senate Office Building Washington DC 20510,202-224-6324,https://mccormick.senate.gov/,,,,SenMcCormickPA,@SenMcCormickPA,,,M001243,,N00050244,S433,S2PA00661,,456968,,David McCormick (Pennsylvania),,,Dave McCormick
McDonald Rivet,Kristen,Lee,,,Kristen McDonald Rivet,"McDonald Rivet, Kristen Lee",Democrat,1970-07-11,F,rep,MI,8,,https://mcdonaldrivet.house.gov,1408 Longworth House Office Building Washington DC 20515-2208,202-225-3611,,,repkmr,,repmcdonaldrivet,,,,M001237,,N00054163,,H4MI08218,,456995,199213,Kristen McDonald Rivet,,,Kristen McDonald Rivet
McDowell,Addison,Parker,,,Addison P. McDowell,"McDowell, Addison Parker",Republican,1994-01-21,M,rep,NC,6,,https://mcdowell.house.gov,1032 Longworth House Office Building Washington DC 20515-3306,202-225-3065,,,RepMcDowell,,RepMcDowell,,,,M001240,,N00054055,,H4NC06177,,457001,213685,Addison McDowell,,,Addison McDowell
McGarvey,Morgan,,,,Morgan McGarvey,"McGarvey, Morgan",Democrat,1979-12-23,M,rep,KY,3,,https://mcgarvey.house.gov,1527 Longworth House Office Building Washington DC 20515-1703,202-225-5401,,,RepMcGarvey,1610300298303787008,RepMcGarvey,,,,M001220,,N00049295,,H2KY03206,,456904,139826,Morgan McGarvey,,,Morgan McGarvey
McGovern,James,P.,,Jim,James P. McGovern,"McGovern, James P.",Democrat,1959-11-20,M,rep,MA,2,,https://mcgovern.house.gov,370 Cannon House Office Building Washington DC 20515-2102,202-225-6101,,http://mcgovern.house.gov/common/rss/?rss=15,RepMcGovern,242426145,RepJimMcGovern,repjimmcgovern,UCpiUqp2ZF64tXqgR_EQo27g,,M000312,1504,N00000179,,H4MA03022,45976,400263,552,Jim McGovern (Massachusetts),,29729,Jim McGovern (American politician)
McGuire,John,J.,III,,John J. McGuire III,"McGuire, John J.",Republican,1968-08-24,M,rep,VA,5,,https://mcguire.house.gov,1013 Longworth House Office Building Washington DC 20515-4605,202-225-4711,,,RepJohnMcGuire,,RepJohnMcGuire,,,,M001239,,N00045930,,"H2VA07196,H0VA07133",,457026,176388,John McGuire,,,John McGuire (Virginia politician)
McIver,LaMonica,,,,LaMonica McIver,"McIver, LaMonica",Democrat,1986-06-20,F,rep,NJ,10,,https://mciver.house.gov,426 Cannon House Office Building Washington DC 20515-3010,202-225-3436,,,RepLaMonica,,RepLaMonica,,,,M001229,,N00055172,,H4NJ10176,,456962,186801,LaMonica McIver,,,LaMonica McIver
Meeks,Gregory,W.,,,Gregory W. Meeks,"Meeks, Gregory W.",Democrat,1953-09-25,M,rep,NY,5,,https://meeks.house.gov,2310 Rayburn House Office Building Washington DC 20515-3205,202-225-3461,,http://meeks.house.gov/rss.xml,RepGregoryMeeks,22812754,gregorymeeksny05,gwmeeks,UCljJnwgQS6Z6-NypDyqKJZQ,,M001137,1506,N00001171,,H8NY06048,53469,400271,4360,Gregory Meeks,,29776,Gregory Meeks
Mejia,Analilia,,,,,"Mejia, Analilia",Democrat,1977-08-19,F,rep,NJ,11,,https://mejia.house.gov,1427 Longworth House Office Building Washington DC 20515-3011,202-225-5034,,,,,,,,,M001246,,,,H6NJ11286,,457042,,Analilia Mejia,,,Analilia Mejia
Menefee,Christian,Dashaun,,,Christian D. Menefee,"Menefee, Christian Dashaun",Democrat,1988-04-18,M,rep,TX,18,,https://menefee.house.gov,1318 Longworth House Office Building Washington DC 20515-4318,202-225-3816,,,,,,,,,M001245,,,,H6TX18232,,457039,,Christian Menefee,,,Christian Menefee
Menendez,Robert,Jacobsen,Jr.,,Robert Menendez,"Menendez, Robert Jacobsen",Democrat,1985-07-12,M,rep,NJ,8,,https://menendez.house.gov,2453 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,,,RepMenendez,1603468242852397057,repmenendez,,,,M001226,,N00049686,,H2NJ08232,,456918,205678,Rob Menendez (New Jersey),,,Rob Menendez
Meng,Grace,,,,Grace Meng,"Meng, Grace",Democrat,1975-10-01,F,rep,NY,6,,https://meng.house.gov,2468 Rayburn House Office Building Washington DC 20515-3206,202-225-2601,,http://meng.house.gov/rss.xml,RepGraceMeng,1051127714,repgracemeng,,UCHg516zJKbIBtXFAJ0nu3XQ,,M001188,2148,N00034547,,H2NY06116,68411,412560,69157,Grace Meng,,21342,Grace Meng
Merkley,Jeff,,,,Jeff Merkley,"Merkley, Jeff",Democrat,1956-10-24,M,sen,OR,,2,https://www.merkley.senate.gov,531 Hart Senate Office Building Washington DC 20510,202-224-3753,https://www.merkley.senate.gov/contact/,http://www.merkley.senate.gov/rss/,SenJeffMerkley,29201047,jeffmerkley,SenatorJeffMerkley,UCRoXttCJhMnLVCxCaa6VnNQ,,M001176,1900,N00029303,S322,S8OR00207,1029842,412325,23644,Jeff Merkley,,40908,Jeff Merkley
Messmer,Mark,,,,Mark B. Messmer,"Messmer, Mark",Republican,1967-12-16,M,rep,IN,8,,https://messmer.house.gov,1208 Longworth House Office Building Washington DC 20515-1408,202-225-4636,,,,,CongressmanMessmer,,,,M001233,,N00054523,,H4IN08249,,456989,102958,Mark Messmer,,,Mark Messmer
Meuser,Daniel,,,,Daniel Meuser,"Meuser, Daniel",Republican,1964-02-10,M,rep,PA,9,,https://meuser.house.gov,350 Cannon House Office Building Washington DC 20515-3809,202-225-6511,,,RepMeuser,1080574793630527505,RepMeuser,,,,M001204,,N00029416,,H8PA10147,,412811,102438,Dan Meuser,,21945,Dan Meuser
Mfume,Kweisi,,,,Kweisi Mfume,"Mfume, Kweisi",Democrat,1948-10-24,M,rep,MD,7,,https://mfume.house.gov,2263 Rayburn House Office Building Washington DC 20515-2007,202-225-4741,,,RepKweisiMfume,1276209702322438148,RepKweisiMfume,UCbE6PJy-4U0DxosEW2TBQRA,,,M000687,798,N00001799,,"S6MD03185,H6MD07020,H0MD07114",,407672,26892,Kweisi Mfume,,15433,Kweisi Mfume
Miller,Carol,D.,,,Carol D. Miller,"Miller, Carol D.",Republican,1950-11-04,F,rep,WV,1,,https://miller.house.gov,465 Cannon House Office Building Washington DC 20515-4801,202-225-3452,,,RepCarolMiller,1081318716573470720,RepCarolMiller,,,,M001205,,N00041542,,H8WV03097,,412837,52123,Carol Miller (West Virginia),,21946,Carol Miller (politician)
Miller,Mary,E.,,,Mary E. Miller,"Miller, Mary E.",Republican,1959-08-27,F,rep,IL,15,,https://marymiller.house.gov,1740 Longworth House Office Building Washington DC 20515-1315,202-225-5271,,,RepMaryMiller,1343656635907125250,RepMaryMiller,,,,M001211,,N00045703,,H0IL15129,,456820,187988,Mary Miller (Illinois),,,Mary Miller (politician)
Miller,Max,Leonard,,,Max L. Miller,"Miller, Max Leonard",Republican,1988-11-13,M,rep,OH,7,,https://maxmiller.house.gov,143 Cannon House Office Building Washington DC 20515-3507,202-225-3876,,,repmaxmiller,,CongressmanMaxMiller,@RepMaxMiller,,,M001222,,N00048277,,H2OH16051,,456929,206947,Max Miller,,,Max Miller (politician)
Miller-Meeks,Mariannette,Jane,,,Mariannette Miller-Meeks,"Miller-Meeks, Mariannette Jane",Republican,1955-09-06,F,rep,IA,1,,https://millermeeks.house.gov,504 Cannon House Office Building Washington DC 20515-1501,202-225-6576,,,RepMMM,1345807954604412929,RepMMM,,,,M001215,,N00029495,,H8IA02043,,456817,103294,Mariannette Miller-Meeks,,,Mariannette Miller-Meeks
Mills,Cory,,,,Cory Mills,"Mills, Cory",Republican,1980-07-30,M,rep,FL,7,,https://mills.house.gov,346 Cannon House Office Building Washington DC 20515-0907,202-225-4035,,,RepMillsPress,,100089218152197,,,,M001216,,N00048179,,H2FL07156,,456889,209085,Cory Mills,,,Cory Mills
Min,Dave,Kunnghee,,,Dave Min,"Min, Dave Kunnghee",Democrat,1976-03-05,M,rep,CA,47,,https://min.house.gov,1034 Longworth House Office Building Washington DC 20515-0547,202-225-5611,,,,,,,,,M001241,,N00040866,,H4CA47085,,456981,179392,Dave Min,,,Dave Min
Moody,Ashley,Brooke,,,Ashley Moody,"Moody, Ashley Brooke",Republican,1975-03-28,F,sen,FL,,3,https://www.moody.senate.gov,387 Russell Senate Office Building Washington DC 20510,202-224-3041,,,,,,,,,M001244,,,S439,S6FL00640,,457033,183198,Ashley B. Moody,,,Ashley Moody
